week_start_date,year,month,week_of_year,demand_kg,production_kg,inventory_kg,colombo_auction_price_lkr,auction_price_lag1w,auction_price_lag4w,rainfall_index,usd_lkr_rate,festival_flag,global_commodity_shock,demand_rolling4w_avg,demand_rolling12w_avg,demand_lag1w,demand_lag2w,demand_lag4w,demand_lag8w,demand_lag13w,demand_lag26w,demand_lag52w,demand_rollmean4w,demand_rollstd4w,demand_rollmean12w,demand_rollstd12w,demand_rollmean26w,demand_rollstd26w,week_sin,week_cos,month_sin,month_cos,quarter,grade_BOP,grade_BOPF,grade_Dust,grade_OP,grade_Pekoe
2022-03-14,2022,3,11,3548,3589,211,1602.34,1587.08,1658.38,34.9,320.81,1,0.0,3104.0,3218.0,3476.0,3592.0,2123.0,3299.0,3680.0,3974.0,3385.0,3104.0,671.6968562280656,3217.5833333333335,539.1713268497936,3549.5384615384614,552.9123063032137,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,1,True,False,False,False,False
2022-03-21,2022,3,12,3608,3742,0,1590.85,1637.06,1611.64,35.0,325.87,1,-0.018,3460.0,3313.0,3548.0,3476.0,3225.0,3760.0,2400.0,4947.0,2884.0,3460.25,163.96010693661634,3313.25,479.45710302003175,3533.153846153846,546.1009205125144,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,1,True,False,False,False,False
2022-03-28,2022,3,13,3463,3576,0,1660.49,1659.85,1643.03,20.0,326.83,1,0.0016,3556.0,3277.0,3608.0,3548.0,3592.0,3070.0,4048.0,3957.0,3336.0,3556.0,59.05929224093372,3276.5833333333335,432.7036479736385,3481.653846153846,464.47122126630785,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,1,True,False,False,False,False
2022-04-04,2022,4,14,3468,3734,377,1731.63,1710.28,1705.64,26.0,319.11,1,0.0596,3524.0,3293.0,3463.0,3608.0,3476.0,2945.0,3268.0,3786.0,3496.0,3523.75,67.47036386444061,3292.8333333333335,436.00100778309724,3462.653846153846,454.2398434578537,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2022-04-11,2022,4,15,2908,2988,484,1857.23,1841.29,1900.95,50.1,322.28,1,0.0809,3522.0,3298.0,3468.0,3463.0,3548.0,2123.0,3405.0,3658.0,4166.0,3521.75,69.44722216666898,3298.0833333333335,437.8497995542474,3450.423076923077,449.4410905181611,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2022-04-18,2022,4,16,3508,3371,127,1779.84,1756.79,1832.82,63.2,320.8,1,0.0242,3362.0,3266.0,2908.0,3468.0,3608.0,3225.0,3299.0,3597.0,3118.0,3361.75,309.8756471016506,3265.5,452.09220700689053,3421.576923076923,459.54030709629143,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2022-04-25,2022,4,17,3874,3776,0,1845.29,1799.07,1872.13,51.6,318.26,1,0.0647,3337.0,3244.0,3508.0,2908.0,3463.0,3592.0,3760.0,4161.0,3802.0,3336.75,286.5418817555298,3244.5,432.4607181320289,3418.153846153846,458.5116523978593,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2022-05-02,2022,5,18,4204,4642,633,1788.45,1779.45,1745.71,75.0,324.62,0,-0.046,3440.0,3312.0,3874.0,3508.0,3468.0,3476.0,3070.0,3841.0,3242.0,3439.5,398.65900215597793,3311.5,464.09217344676614,3407.1153846153848,443.10859408709973,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,2,True,False,False,False,False
2022-05-09,2022,5,19,3817,4200,381,1777.69,1793.32,1833.08,91.9,322.88,0,-0.0128,3624.0,3416.0,4204.0,3874.0,2908.0,3548.0,2945.0,3301.0,3049.0,3623.5,555.2810099400123,3416.4166666666665,513.396968212411,3421.076923076923,462.6156869866756,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,2,True,False,False,False,False
2022-05-16,2022,5,20,3780,3696,0,1754.45,1706.52,1839.5,32.7,326.52,0,-0.021,3851.0,3558.0,3817.0,4204.0,3508.0,3608.0,2123.0,3865.0,2945.0,3850.75,285.1565359587608,3557.5833333333335,323.0177192813055,3440.923076923077,468.2916973918648,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,2,True,False,False,False,False
2022-05-23,2022,5,21,3995,4243,0,1714.06,1706.16,1650.69,45.1,318.16,0,-0.0144,3919.0,3604.0,3780.0,3817.0,3874.0,3463.0,3225.0,3595.0,3287.0,3918.75,194.0573368878385,3603.8333333333335,310.56161248859263,3437.653846153846,465.5011013785202,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,2,True,False,False,False,False
2022-05-30,2022,5,22,4135,4078,0,1772.64,1725.61,1846.9,77.3,327.02,0,-0.0459,3949.0,3637.0,3995.0,3780.0,4204.0,3468.0,3592.0,3871.0,3626.0,3949.0,194.18719490910493,3637.4166666666665,330.32641111298943,3453.0384615384614,477.3679906126284,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,2,True,False,False,False,False
2022-06-06,2022,6,23,4209,4584,258,1734.81,1732.48,1685.14,86.3,315.83,0,-0.0517,3932.0,3692.0,4135.0,3995.0,3817.0,2908.0,3476.0,3444.0,4307.0,3931.75,164.82996289105543,3692.3333333333335,354.9154402064947,3463.1923076923076,489.2730950486257,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,2,True,False,False,False,False
2022-06-13,2022,6,24,3909,3914,0,1860.31,1892.29,1831.5,72.5,324.56,0,0.0289,4030.0,3747.0,4209.0,4135.0,3780.0,3508.0,3548.0,3680.0,3485.0,4029.75,188.6714516472132,3747.4166666666665,380.82648359333035,3492.6153846153848,510.6096808266037,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,2,True,False,False,False,False
2022-06-20,2022,6,25,4105,4840,808,1611.07,1603.67,1556.2,56.1,318.6,0,-0.054,4062.0,3772.0,3909.0,4209.0,3995.0,3874.0,3608.0,2400.0,3509.0,4062.0,135.1986193223389,3772.5,380.72168312298777,3501.423076923077,515.9186891809152,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,2,True,False,False,False,False
2022-06-27,2022,6,26,4115,3900,0,1676.62,1613.58,1802.1,72.7,313.51,0,-0.0503,4090.0,3826.0,4105.0,3909.0,4135.0,4204.0,3463.0,4048.0,3202.0,4089.5,128.02473719298695,3826.0,378.37667619834883,3567.0,477.22807964326665,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,2,True,False,False,False,False
2022-07-04,2022,7,27,3510,3467,0,2042.6,2087.39,1991.48,63.3,321.22,0,0.1048,4084.0,3880.0,4115.0,4105.0,4209.0,3817.0,3468.0,3268.0,3856.0,4084.5,126.03041960838941,3879.9166666666665,368.69930057219483,3569.576923076923,480.1015036907861,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,3,True,False,False,False,False
2022-07-11,2022,7,28,4820,5023,360,1672.76,1675.5,1703.36,93.5,319.12,0,-0.0882,3910.0,3930.0,3510.0,4115.0,3909.0,3780.0,2908.0,3405.0,4394.0,3909.75,282.8726156181731,3930.0833333333335,244.45615272695105,3578.8846153846152,476.35216610596643,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,3,True,False,False,False,False
2022-07-18,2022,7,29,4167,4424,125,1994.73,1958.52,2115.95,76.7,307.37,0,0.0724,4138.0,4039.0,4820.0,3510.0,4105.0,3995.0,3508.0,3299.0,3528.0,4137.5,535.7626962253594,4039.4166666666665,320.1844520480903,3633.3076923076924,533.138163648469,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,3,True,False,False,False,False
2022-07-25,2022,7,30,4187,4304,0,1756.56,1782.27,1780.1,64.9,300.69,0,-0.0216,4153.0,4064.0,4167.0,4820.0,4115.0,4135.0,3874.0,3760.0,3352.0,4153.0,535.4057651289659,4063.8333333333335,317.5845866804187,3666.6923076923076,538.5163150160464,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,3,True,False,False,False,False
2022-08-01,2022,8,31,4009,4038,419,1683.84,1704.91,1743.46,76.3,307.7,0,0.0058,4171.0,4062.0,4187.0,4167.0,3510.0,4209.0,4204.0,3070.0,4024.0,4171.0,534.912453896274,4062.4166666666665,316.939758638867,3683.1153846153848,547.9049791285405,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,3,True,False,False,False,False
2022-08-08,2022,8,32,4781,4647,0,1865.42,1857.79,1996.41,82.2,310.79,0,0.0342,4296.0,4078.0,4009.0,4187.0,4820.0,3909.0,3817.0,2945.0,4500.0,4295.75,358.4535069805661,4078.4166666666665,308.1485646223111,3719.230769230769,536.7075410457588,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,3,True,False,False,False,False
2022-08-15,2022,8,33,4027,3941,0,1695.61,1654.81,1624.93,52.8,305.11,0,-0.0071,4286.0,4162.0,4781.0,4009.0,4167.0,4105.0,3780.0,2123.0,3849.0,4286.0,339.4682115701951,4161.833333333333,352.3404431495073,3789.846153846154,551.3490866815831,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,3,True,False,False,False,False
2022-08-22,2022,8,34,4317,4419,0,1749.86,1778.35,1783.6,74.8,302.6,0,-0.071,4251.0,4164.0,4027.0,4781.0,4187.0,4115.0,3995.0,3225.0,2854.0,4251.0,362.27797798559794,4164.5,351.0818345421162,3863.076923076923,435.3426166206961,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,3,True,False,False,False,False
2022-08-29,2022,8,35,3911,4106,0,1880.89,1858.02,1840.33,73.6,307.55,0,0.0888,4284.0,4180.0,4317.0,4027.0,4009.0,3510.0,4135.0,3592.0,3927.0,4283.5,360.4492567153756,4179.666666666667,353.61363952852486,3905.076923076923,423.8452475210197,-0.8854560256532096,-0.4647231720437691,-0.8660254037844385,-0.5000000000000004,3,True,False,False,False,False
2022-09-05,2022,9,36,4382,3659,0,1559.95,1493.79,1522.08,33.7,302.57,0,0.0183,4259.0,4155.0,3911.0,4317.0,4781.0,4820.0,4209.0,3476.0,4184.0,4259.0,387.6321280114263,4154.833333333333,361.7369293569697,3917.346153846154,419.0094931915218,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,3,True,False,False,False,False
2022-09-12,2022,9,37,4081,4244,182,1649.09,1671.7,1771.03,76.3,302.97,0,-0.0607,4159.0,4194.0,4382.0,3911.0,4027.0,4167.0,3909.0,3548.0,3974.0,4159.25,226.28945328200066,4194.25,358.26808778800853,3952.1923076923076,418.5102167671205,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,3,True,False,False,False,False
2022-09-19,2022,9,38,3508,3761,408,1641.54,1543.34,1629.27,40.4,302.78,0,-0.0092,4173.0,4192.0,4081.0,4382.0,4317.0,4187.0,4105.0,3608.0,4947.0,4172.75,217.19787445246044,4192.25,358.87808134898785,3972.6923076923076,410.9045406642061,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,3,True,False,False,False,False
2022-09-26,2022,9,39,4451,4528,0,1574.28,1582.59,1654.4,64.0,297.73,0,-0.0765,3970.0,4142.0,3508.0,4081.0,3911.0,4009.0,4115.0,3463.0,3957.0,3970.5,364.68662346367125,4141.666666666667,409.9062716221291,3968.846153846154,414.9032361703341,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,3,True,False,False,False,False
2022-10-03,2022,10,40,4274,3884,0,1677.34,1630.47,1638.18,58.3,297.87,0,0.0755,4106.0,4220.0,4451.0,3508.0,4382.0,4781.0,3510.0,3468.0,3786.0,4105.5,429.5070818197687,4220.083333333333,365.70590726164687,4006.846153846154,411.9546278227932,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001,4,True,False,False,False,False
2022-10-10,2022,10,41,4166,4465,24,1480.64,1514.96,1460.73,52.6,299.86,0,-0.0137,4078.0,4175.0,4274.0,4451.0,4081.0,4027.0,4820.0,2908.0,3658.0,4078.5,409.24849826643657,4174.583333333333,314.68785640647195,4037.846153846154,399.934763911086,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,4,True,False,False,False,False
2022-10-17,2022,10,42,4063,3583,0,1628.04,1619.95,1706.22,31.0,313.45,0,0.0277,4100.0,4174.0,4166.0,4274.0,3508.0,4317.0,4167.0,3508.0,3597.0,4099.75,411.62148874906933,4174.5,314.69017952728115,4086.230769230769,327.2735012422873,-0.9350162426854148,0.35460488704253557,-0.8660254037844386,0.5000000000000001,4,True,False,False,False,False
2022-10-24,2022,10,43,4019,4079,21,1724.57,1714.19,1641.14,66.1,301.7,0,0.066,4238.0,4164.0,4063.0,4166.0,4451.0,3911.0,4187.0,3874.0,4161.0,4238.5,165.8041012761753,4164.166666666667,316.27428640726947,4107.576923076923,305.42038872045634,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,4,True,False,False,False,False
2022-10-31,2022,10,44,3606,3582,0,1676.88,1692.64,1629.42,64.3,300.79,0,0.0177,4130.0,4165.0,4019.0,4063.0,4274.0,4382.0,4009.0,4204.0,3841.0,4130.5,113.78488476067561,4165.0,315.8411568552136,4113.153846153846,302.2925327966541,-0.822983865893657,0.5680647467311548,-0.8660254037844386,0.5000000000000001,4,True,False,False,False,False
2022-11-07,2022,11,45,4076,4203,0,1486.01,1515.0,1516.66,28.8,301.84,0,-0.0039,3964.0,4067.0,3606.0,4019.0,4166.0,4081.0,4781.0,3817.0,3301.0,3963.5,246.16593319683142,4067.0833333333335,288.4574833436853,4090.153846153846,317.4723537327561,-0.7485107481711011,0.6631226582407952,-0.5000000000000004,0.8660254037844384,4,True,False,False,False,False
2022-11-14,2022,11,46,4297,4486,545,1621.17,1582.97,1729.28,38.3,313.76,0,0.017,3941.0,4071.0,4076.0,3606.0,4063.0,3508.0,4027.0,3780.0,3865.0,3941.0,224.66122644254142,4071.1666666666665,288.18517826165134,4100.115384615385,312.5843664578364,-0.6631226582407955,0.7485107481711007,-0.5000000000000004,0.8660254037844384,4,True,False,False,False,False
2022-11-21,2022,11,47,3939,3765,0,1500.24,1495.06,1546.56,37.8,313.31,0,-0.0512,4000.0,4070.0,4297.0,4076.0,4019.0,4451.0,4317.0,3995.0,3595.0,3999.5,288.43312338680323,4069.5,286.68814225407664,4120.0,307.81383984480095,-0.5680647467311559,0.8229838658936564,-0.5000000000000004,0.8660254037844384,4,True,False,False,False,False
2022-11-28,2022,11,48,3939,3735,0,1567.11,1571.32,1572.1,38.5,312.5,0,-0.0151,3980.0,4072.0,3939.0,4297.0,3606.0,4274.0,3911.0,4135.0,3871.0,3979.5,289.4022575355397,4071.8333333333335,285.39186244796457,4117.846153846154,308.9174248640179,-0.4647231720437684,0.88545602565321,-0.5000000000000004,0.8660254037844384,4,True,False,False,False,False
2022-12-05,2022,12,49,4261,4001,0,1490.87,1455.63,1517.67,10.0,311.44,0,0.0135,4063.0,4035.0,3939.0,3939.0,4076.0,4166.0,4382.0,4209.0,3444.0,4062.75,168.9938361795094,4034.9166666666665,269.85196559101786,4110.307692307692,310.86740185883485,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,4,True,False,False,False,False
2022-12-12,2022,12,50,4019,3950,249,1513.73,1550.97,1455.32,45.0,304.79,0,0.023,4109.0,4050.0,4261.0,3939.0,4297.0,4063.0,4081.0,3909.0,3680.0,4109.0,196.84850350798587,4049.9166666666665,277.5396641050028,4112.307692307692,311.6939228449318,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,4,True,False,False,False,False
2022-12-19,2022,12,51,3709,3546,270,1409.85,1401.96,1355.46,26.7,314.71,0,-0.021,4040.0,4092.0,4019.0,4261.0,3939.0,4019.0,3508.0,4105.0,2400.0,4039.5,152.4062553396903,4092.5,220.08944462732995,4116.538461538462,309.56320592334487,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,4,True,False,False,False,False
2022-12-26,2022,12,52,3331,3729,231,1465.93,1525.94,1426.35,31.4,316.79,0,-0.0162,3982.0,4031.0,3709.0,4019.0,3939.0,3606.0,4451.0,4115.0,4048.0,3982.0,227.73376268499774,4030.6666666666665,214.37067868248772,4101.307692307692,319.72848096230393,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,4,True,False,False,False,False
2023-01-02,2023,1,1,3682,3429,0,1548.43,1552.8,1646.83,18.5,326.56,0,0.0209,3830.0,3952.0,3331.0,3709.0,4261.0,4076.0,4274.0,3510.0,3268.0,3830.0,402.12933242925743,3952.0833333333335,279.8897374887424,4071.153846153846,353.5648955773413,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,1,True,False,False,False,False
2023-01-09,2023,1,2,2555,2731,453,1407.35,1371.19,1462.4,13.8,317.12,0,-0.0535,3685.0,3912.0,3682.0,3331.0,4019.0,4297.0,4166.0,4820.0,3405.0,3685.25,281.34009668015733,3911.75,281.1315204991848,4077.769230769231,344.1286163854809,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,1,True,False,False,False,False
2023-01-16,2023,1,3,3892,3687,137,1521.8,1537.03,1489.32,14.6,323.6,0,-0.0073,3319.0,3786.0,2555.0,3682.0,3709.0,3939.0,4063.0,4167.0,3299.0,3319.25,537.806889134009,3786.0833333333335,476.518903246782,3990.653846153846,425.73305648565326,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,1,True,False,False,False,False
2023-01-23,2023,1,4,2774,3003,291,1688.69,1737.7,1748.09,18.4,312.7,0,0.0743,3365.0,3776.0,3892.0,2555.0,3331.0,3939.0,4019.0,4187.0,3760.0,3365.0,587.5014893598145,3775.5,472.2669699535334,3980.076923076923,424.59118437169053,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,1,True,False,False,False,False
2023-01-30,2023,1,5,2977,2862,0,1623.87,1582.62,1642.51,20.8,321.19,0,0.0383,3226.0,3706.0,2774.0,3892.0,3682.0,4261.0,3606.0,4009.0,3070.0,3225.75,659.807231949858,3706.1666666666665,553.4999110344569,3925.730769230769,483.40273542397927,0.5680647467311558,0.8229838658936564,0.49999999999999994,0.8660254037844387,1,True,False,False,False,False
2023-02-06,2023,2,6,3039,3045,28,1641.56,1677.08,1552.94,29.1,319.99,0,0.0403,3050.0,3615.0,2977.0,2774.0,2555.0,4019.0,4076.0,4781.0,2945.0,3049.5,587.5068793923468,3614.5833333333335,577.1592593089537,3886.0384615384614,517.4610695130017,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,1,True,False,False,False,False
2023-02-13,2023,2,7,2807,2801,0,1652.11,1635.69,1640.05,14.5,320.95,0,0.0239,3170.0,3510.0,3039.0,2977.0,3892.0,3709.0,4297.0,4027.0,2123.0,3170.5,494.1352716277871,3509.75,555.7929838609781,3819.0384615384614,509.66471180722294,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,1,True,False,False,False,False
2023-02-20,2023,2,8,3243,3257,0,1597.19,1623.39,1593.06,41.9,316.75,0,0.0125,2899.0,3415.0,2807.0,3039.0,2774.0,3331.0,3939.0,4317.0,3225.0,2899.25,128.80573227409926,3415.4166666666665,572.1395980850892,3772.1153846153848,544.7083863443332,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,1,True,False,False,False,False
2023-02-27,2023,2,9,3480,3488,0,1589.04,1572.37,1674.99,29.0,328.5,0,-0.0229,3016.0,3357.0,3243.0,2807.0,2977.0,3682.0,3939.0,3911.0,3592.0,3016.5,180.05462134215531,3357.4166666666665,549.0488400751577,3730.8076923076924,542.452948686301,0.8854560256532099,0.4647231720437686,0.8660254037844386,0.5000000000000001,1,True,False,False,False,False
2023-03-06,2023,3,10,3879,3953,107,1535.36,1493.97,1491.47,47.9,320.36,1,-0.0926,3142.0,3292.0,3480.0,3243.0,3039.0,2555.0,4261.0,4382.0,3476.0,3142.25,287.0997213513108,3292.3333333333335,473.2608992805931,3714.230769230769,543.3109833377067,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,1,True,False,False,False,False
2023-03-13,2023,3,11,2930,3012,0,1631.17,1605.66,1581.6,47.3,326.18,1,-0.0325,3352.0,3281.0,3879.0,3480.0,2807.0,3892.0,4019.0,4081.0,3548.0,3352.25,448.3372056834011,3280.6666666666665,455.0958606977647,3694.8846153846152,527.3015324781898,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,1,True,False,False,False,False
2023-03-20,2023,3,12,2860,2972,274,1618.85,1635.48,1621.1,32.5,326.52,1,-0.013,3383.0,3216.0,2930.0,3879.0,3243.0,2774.0,3709.0,3508.0,3608.0,3383.0,400.0974881200834,3215.75,443.8634362053224,3650.6153846153848,541.7077497635116,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,1,True,False,False,False,False
2023-03-27,2023,3,13,3288,3147,54,1804.58,1769.64,1782.18,42.2,324.71,1,0.0473,3287.0,3176.0,2860.0,2930.0,3480.0,2977.0,3331.0,4451.0,3463.0,3287.25,482.1793407713223,3176.5,453.46654682667065,3625.6923076923076,563.0192017493389,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,1,True,False,False,False,False
2023-04-03,2023,4,14,3270,3124,92,1659.87,1665.11,1587.01,49.9,324.77,1,-0.0316,3239.0,3144.0,3288.0,2860.0,3879.0,3039.0,3682.0,4274.0,3468.0,3239.25,465.8765036645087,3143.6666666666665,427.0316857167116,3580.9615384615386,540.5792064642699,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2023-04-10,2023,4,15,4428,4054,0,1736.13,1792.2,1713.77,65.0,332.79,1,-0.0157,3087.0,3203.0,3270.0,3288.0,2930.0,2807.0,2555.0,4166.0,2908.0,3087.0,223.65747621456114,3203.25,385.26805898325324,3542.346153846154,524.7198065488061,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2023-04-17,2023,4,16,3457,3535,324,1851.65,1802.29,1825.77,32.3,326.52,1,0.0185,3462.0,3248.0,4428.0,3270.0,2860.0,3243.0,3892.0,4063.0,3508.0,3461.5,673.9681001353108,3247.9166666666665,489.3818844091753,3552.423076923077,539.4838402085414,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2023-04-24,2023,4,17,3908,3928,91,1850.82,1836.12,1769.22,78.4,325.6,1,-0.0293,3611.0,3305.0,3457.0,4428.0,3288.0,3480.0,2774.0,4019.0,3874.0,3610.75,551.3059495416318,3304.8333333333335,468.5262839882902,3529.1153846153848,529.5417888645308,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,2,True,False,False,False,False
2023-05-01,2023,5,18,4036,3381,0,1861.26,1878.85,1759.5,34.0,325.05,0,0.03,3766.0,3382.0,3908.0,3457.0,3270.0,3879.0,2977.0,3606.0,4204.0,3765.75,516.3670367739085,3382.4166666666665,486.05937877688103,3524.846153846154,525.8690097206876,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,2,True,False,False,False,False
